,0
1247,ENSG00000151014
1248,ENSG00000170421
1249,ENSG00000167604
1250,ENSG00000166889
1251,ENSG00000125482
1252,ENSG00000163491
1253,ENSG00000130222
1254,ENSG00000170684
1255,ENSG00000114841
1256,ENSG00000109787
1257,ENSG00000197774
1258,ENSG00000153234
1259,ENSG00000173531
1260,ENSG00000182324
1261,ENSG00000129007
1262,ENSG00000102890
1263,ENSG00000197818
1264,ENSG00000146955
1265,ENSG00000186409
1266,ENSG00000115232
1267,ENSG00000158480
1268,ENSG00000137193
1269,ENSG00000198576
1270,ENSG00000185880
1271,ENSG00000160323
1272,ENSG00000205929
1273,ENSG00000124226
1274,ENSG00000140398
1275,ENSG00000176444
1276,ENSG00000167702
1277,ENSG00000140400
1278,ENSG00000068400
1279,ENSG00000123338
1280,ENSG00000181392
1281,ENSG00000186283
1282,ENSG00000274211
1283,ENSG00000203814
1284,ENSG00000147050
1285,ENSG00000165023
1286,ENSG00000166900
1287,ENSG00000183598
1288,ENSG00000196159
1289,ENSG00000198604
1290,ENSG00000179335
1291,ENSG00000104321
1292,ENSG00000167613
1293,ENSG00000141682
1294,ENSG00000178860
1295,ENSG00000148384
1296,ENSG00000170264
1297,ENSG00000129467
1298,ENSG00000134321
1299,ENSG00000160818
1300,ENSG00000134326
1301,ENSG00000008710
1302,ENSG00000006062
1303,ENSG00000134061
1304,ENSG00000140464
1305,ENSG00000180448
1306,ENSG00000186329
1307,ENSG00000181690
1308,ENSG00000121858
1309,ENSG00000145283
1310,ENSG00000160710
1311,ENSG00000167723
1312,ENSG00000141837
1313,ENSG00000213886
1314,ENSG00000143514
1315,ENSG00000204681
1316,ENSG00000091879
1317,ENSG00000120332
1318,ENSG00000143322
1319,ENSG00000211454
1320,ENSG00000196372
1321,ENSG00000172382
1322,ENSG00000198947
1323,ENSG00000132635
1324,ENSG00000175820
1325,ENSG00000196664
1326,ENSG00000104951
1327,ENSG00000164236
1328,ENSG00000135740
1329,ENSG00000168566
1330,ENSG00000132510
1331,ENSG00000125347
1332,ENSG00000147113
1333,ENSG00000235750
1334,ENSG00000143013
1335,ENSG00000140279
1336,ENSG00000143303
1337,ENSG00000198198
1338,ENSG00000184828
1339,ENSG00000136153
1340,ENSG00000171121
1341,ENSG00000091428
1342,ENSG00000105523
1343,ENSG00000158411
1344,ENSG00000108021
1345,ENSG00000164171
1346,ENSG00000117036
1347,ENSG00000067191
1348,ENSG00000104848
1349,ENSG00000168676
1350,ENSG00000176406
1351,ENSG00000163121
1352,ENSG00000196843
1353,ENSG00000196155
1354,ENSG00000133874
1355,ENSG00000171657
1356,ENSG00000167874
1357,ENSG00000223573
1358,ENSG00000134775
1359,ENSG00000021645
1360,ENSG00000110169
1361,ENSG00000169554
1362,ENSG00000148400
1363,ENSG00000120149
1364,ENSG00000108576
1365,ENSG00000163644
1366,ENSG00000102699
1367,ENSG00000117543
1368,ENSG00000107968
1369,ENSG00000123610
1370,ENSG00000178913
1371,ENSG00000146872
1372,ENSG00000073734
1373,ENSG00000164949
1374,ENSG00000184371
1375,ENSG00000166446
1376,ENSG00000203867
1377,ENSG00000167967
1378,ENSG00000167968
1379,ENSG00000129646
1380,ENSG00000204248
1381,ENSG00000187605
1382,ENSG00000164761
1383,ENSG00000131724
1384,ENSG00000162711
1385,ENSG00000163673
1386,ENSG00000179021
1387,ENSG00000027644
1388,ENSG00000057657
1389,ENSG00000159128
1390,ENSG00000187664
1391,ENSG00000137504
1392,ENSG00000111224
1393,ENSG00000155980
1394,ENSG00000273559
1395,ENSG00000146232
1396,ENSG00000172795
1397,ENSG00000010818
1398,ENSG00000007944
1399,ENSG00000173334
1400,ENSG00000124256
1401,ENSG00000105392
1402,ENSG00000196689
1403,ENSG00000182179
1404,ENSG00000106346
1405,ENSG00000120071
1406,ENSG00000142405
1407,ENSG00000164181
1408,ENSG00000165030
1409,ENSG00000146112
1410,ENSG00000228727
1411,ENSG00000169085
1412,ENSG00000113327
1413,ENSG00000124875
1414,ENSG00000164199
1415,ENSG00000155749
1416,ENSG00000171448
1417,ENSG00000116698
1418,ENSG00000014914
1419,ENSG00000146830
1420,ENSG00000160326
1421,ENSG00000174059
1422,ENSG00000120063
1423,ENSG00000179532
1424,ENSG00000134317
1425,ENSG00000100918
1426,ENSG00000116731
1427,ENSG00000158714
1428,ENSG00000111912
1429,ENSG00000198026
1430,ENSG00000183718
1431,ENSG00000197283
1432,ENSG00000139372
1433,ENSG00000176907
1434,ENSG00000197343
1435,ENSG00000136854
1436,ENSG00000253958
1437,ENSG00000147324
1438,ENSG00000165752
1439,ENSG00000126561
1440,ENSG00000165409
1441,ENSG00000181195
1442,ENSG00000108469
1443,ENSG00000092010
1444,ENSG00000137571
1445,ENSG00000179023
1446,ENSG00000067082
1447,ENSG00000149927
1448,ENSG00000125503
1449,ENSG00000205593
1450,ENSG00000179002
1451,ENSG00000134461
1452,ENSG00000183891
1453,ENSG00000151689
1454,ENSG00000120337
1455,ENSG00000153487
1456,ENSG00000077150
1457,ENSG00000137496
1458,ENSG00000188596
1459,ENSG00000100985
1460,ENSG00000146859
1461,ENSG00000126003
1462,ENSG00000169499
1463,ENSG00000139116
1464,ENSG00000126583
1465,ENSG00000105321
1466,ENSG00000128731
1467,ENSG00000087903
1468,ENSG00000169946
1469,ENSG00000094661
1470,ENSG00000114770
1471,ENSG00000125740
1472,ENSG00000102195
