Gene	Papio anubis FC	Papio anubis P-value	Papio anubis Q-value	Gorilla gorilla FC	Gorilla gorilla P-value	Gorilla gorilla Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value	Saimiri boliviensis boliviensis FC	Saimiri boliviensis boliviensis P-value	Saimiri boliviensis boliviensis Q-value	Pongo abelii FC	Pongo abelii P-value	Pongo abelii Q-value	Pan paniscus FC	Pan paniscus P-value	Pan paniscus Q-value	Pan troglodytes FC	Pan troglodytes P-value	Pan troglodytes Q-value	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca nemestrina FC	Macaca nemestrina P-value	Macaca nemestrina Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value
ENSG00000011028	-1.071894365	2.92E-05	0.000206259	-0.301289416	0.112239892	0.32203016	-0.037720584	0.603591443	0.977244058	-0.186871841	0.094449147	0.228998215	-0.753900979	0.002408238	0.016753314	-0.510683444	0.061457228	0.181548742	-0.265496174	0.022420902	0.077162713	-0.695015037	0.001601669	0.009425355	-0.269874591	0.383856996	0.72913259	-0.958263421	3.16E-07	1.01E-05
ENSG00000182866	0.956776524	3.05E-06	2.64E-05	0	1	1	1.470695415	3.54E-06	3.99E-05	0	1	1	-1.304861054	0.620297079	0.992377987	-0.065772722	1	1	-0.353383798	0.842921944	1	1.251426752	0.342824005	0.623488331	-2.611158896	0.159667194	0.407552228	0.189482152	0.702272379	1
ENSG00000120907	-3.016283269	0.085081356	0.214067609	-1.943775098	0.22001086	0.515060838	-1.931305897	0.277089768	0.587814351	-1.776606609	0.064592355	0.16783395	-2.236129207	0.229953527	0.538074841	-0.521942456	1	1	-0.492336239	0.343156654	0.651986099	0.504988172	0.645903857	0.928604625	0.177584948	0.911403057	1	0.006727194	1	1
ENSG00000176619	-0.220114599	0.230151652	0.451896857	-1.264110049	1.74E-07	2.97E-06	0.005515869	0.963295275	1	0.350526129	0.183852424	0.380346921	-0.493199258	0.189961084	0.479962425	-0.957623458	0.000158172	0.001130261	-0.613630962	0.013679613	0.050579414	-1.419209266	4.33E-11	1.07E-09	-0.31544319	0.136306927	0.363531603	-0.109667713	0.254985732	0.62698646
ENSG00000173826	0.610771904	0.521573711	0.808141909	-0.737190022	0.743128982	1	5.13E-15	1	1	-0.757239529	0.28499573	0.530055227	0.031991286	0.977661061	1	0.160483084	0.902601169	1	-0.002849837	1	1	0.088923023	1	1	1.308500325	0.21952922	0.5044061	-0.252399469	0.873750155	1
ENSG00000112078	-0.880622577	6.38E-20	2.95E-18	-0.766854189	8.49E-09	1.81E-07	-0.249911974	0.001513812	0.008795295	-0.55049808	7.85E-09	1.05E-07	-0.179274724	0.149421808	0.410386674	-1.478837803	5.32E-18	1.96E-16	-1.160650125	4.78E-09	7.72E-08	-0.539656349	0.002214758	0.012452958	-0.566092497	2.75E-08	6.59E-07	-0.528992609	3.87E-06	8.90E-05
ENSG00000158805	0.285353755	0.080922036	0.205924806	-0.039952707	0.903544897	1	0.129124144	0.369004756	0.717231918	0.352830229	0.039097912	0.111836729	0.469128777	0.10767862	0.326575497	0.307207219	0.13075983	0.325968471	0.122509626	0.299974187	0.591009345	0.426960296	0.090924568	0.249776331	0.608345371	0.002854057	0.016726698	0.681587672	0.00041215	0.004882424
ENSG00000187741	-0.477641015	0.002462411	0.010685249	0.797889345	8.20E-06	9.98E-05	0.015787255	0.931241103	1	0.03132496	0.84045275	1	-0.602571573	0.044549155	0.17292162	-0.242227373	0.396877354	0.72075251	-0.807747796	1.83E-05	0.000147171	-0.578658189	0.000410566	0.002878634	-1.002648811	2.01E-05	0.000242188	-0.405769634	0.00995268	0.064070193
ENSG00000117153	-0.268704946	0.033390034	0.099857742	-0.141540156	0.353796187	0.697463505	-0.071457694	0.452790297	0.819154146	-0.095006553	0.355971743	0.616461482	-0.218939508	0.115245897	0.343054326	-0.085066835	0.456572122	0.792743703	-0.035453859	0.636242971	0.979924056	-0.281254255	0.058325885	0.178409655	-0.191328252	0.143097125	0.37615956	0.178924151	0.222127782	0.578866374
ENSG00000204991	0.801968336	0.00019107	0.001100736	0.413165734	0.224610694	0.52216599	0.480596428	0.005797693	0.027906842	-0.719530253	0.056144238	0.150088941	0.797220038	0.419658594	0.792006547	2.137875413	7.06E-06	6.75E-05	0.729921015	0.215616722	0.470698362	-0.632362429	0.175809935	0.399148116	-0.197281973	0.875062612	1	0.981930435	0.055797786	0.232144617
ENSG00000112079	-0.572366248	1.89E-06	1.71E-05	-0.596246174	0.003758133	0.021320234	-0.084794852	0.265832353	0.57691502	-0.159096327	0.508621117	0.798368732	-0.642634474	5.14E-08	1.23E-06	-0.397912475	0.00024362	0.001673199	-0.465192986	9.40E-12	2.19E-10	-0.563348635	0.002629757	0.014468439	-0.212728283	0.084769424	0.254309099	-0.363329429	0.015793997	0.090758683
ENSG00000136490	1.718455375	4.79E-09	6.89E-08	2.454755127	8.44E-11	2.40E-09	0.58650593	1.95E-11	4.91E-10	1.972613083	1.89E-08	2.38E-07	1.219784177	0.00374423	0.024129219	1.823270524	9.56E-33	7.50E-31	2.133582635	4.93E-72	1.24E-69	1.889789659	1.56E-10	3.58E-09	1.235887996	0.010651928	0.049607551	0.929726851	0.000186984	0.002510033
ENSG00000116285	2.14088311	2.20E-30	2.01E-28	-0.188640661	0.510431317	0.891263526	0.661207241	0.002483968	0.013553216	-0.443364611	0.073805863	0.187504421	0.351374769	0.412397443	0.783378412	0.428801407	0.079081167	0.222222881	0.210051576	0.041157744	0.126975663	0.789738088	8.13E-05	0.000692035	0.425499745	0.000760729	0.005535233	0.484990805	0.034160943	0.162675467
ENSG00000143839	0.424848703	0.416348452	0.687674852	0.984943786	0.553238466	0.921015393	5.13E-15	1	1	0	1	1	1.033483359	0.659755342	1	1.880490479	0.295359222	0.583066219	-0.38400203	0.569363331	0.911140648	1.424136138	0.179543449	0.405242871	2.349298091	0.130311761	0.351905847	0	1	1
ENSG00000266173	-0.266336843	0.050033275	0.138708611	0.754686315	2.90E-07	4.75E-06	-0.270240838	0.077921691	0.235931973	0.232335851	0.071798045	0.183151494	0.422484144	0.025282696	0.112068296	0.581223516	3.95E-06	3.96E-05	0.307054711	0.000232642	0.001438744	0.749254408	2.68E-06	3.20E-05	-0.22015309	0.07337465	0.227472317	-0.066780753	0.503659068	0.897516525
ENSG00000049247	0	1	1	0.466083282	1	1	-1.554615191	0.385241738	0.733691104	-1.044505676	0.363592227	0.625669322	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000143845	-0.418893401	0.228285318	0.449291852	0.079913062	0.914037508	1	-0.106121168	0.979689795	1	-1.25857641	0.003387754	0.014454168	0.277067864	0.428861352	0.803702006	0.123816193	0.899457969	1	-0.442276539	0.159535439	0.373505921	-0.100971624	0.877666594	1	0.717452999	0.44517525	0.80493426	-0.454045699	0.188270088	0.527038974
ENSG00000105143	1.028980401	0.150866689	0.332895189	2.54956449	0.266596637	0.587801503	0.066375615	0.613324605	0.98124727	0	1	1	-1.403096165	0.360652093	0.715688193	0	1	1	0.948691853	1	1	1.253081953	0.375961985	0.662244347	1.523566227	0.156520985	0.401976099	0.425590378	0.621783461	0.985834252
ENSG00000108588	-0.211535086	0.114145515	0.269854611	0.110736993	0.489005313	0.869180951	-0.115508372	0.052993087	0.175243351	0.083840741	0.359116526	0.620075936	-0.020966496	0.863622794	1	0.340403652	0.000783699	0.004680825	0.202917744	0.00198973	0.00955964	0.140647342	0.279377994	0.547310851	0.478908127	0.00026136	0.002230199	0.114810915	0.194268703	0.533879376
ENSG00000133067	6.394704098	1.81E-22	1.03E-20	1.645382666	0.212727963	0.503331229	-0.048599294	0.874021551	1	-0.991412012	0.299115824	0.540666953	1.618074446	0.566477998	0.941171242	1.45351283	0.530239481	0.863409701	3.850027758	6.39E-06	5.72E-05	2.020655014	0.319254929	0.594037614	3.3103737	4.27E-10	1.37E-08	3.529934053	2.26E-11	1.68E-09
ENSG00000049246	-0.836149863	0.001349931	0.006294046	-1.156966254	9.56E-05	0.000899504	-1.041696422	3.55E-08	5.78E-07	-0.700660911	0.003341564	0.014269721	-0.699168976	0.00178358	0.013081724	-0.991799285	2.85E-05	0.000242611	-0.313232079	0.136099865	0.334290394	-1.247490159	2.10E-07	3.02E-06	-0.745396734	3.89E-06	5.67E-05	-0.537275778	0.00129877	0.012626082
ENSG00000143303	0.539554148	0.000214568	0.001224576	0.504806424	0.013451303	0.061304158	0.108882201	0.483269128	0.855596037	-0.089879401	0.587091765	0.864345728	0.440744333	0.07394029	0.249977813	0.80447952	0.000865078	0.005113152	0.25027066	0.123521134	0.309764247	0.250883714	0.482131981	0.779946161	0.513253979	0.020430539	0.083544578	0.489357544	0.000789641	0.008362369
ENSG00000031823	0.49164986	2.91E-05	0.000205309	-0.067579624	0.60966009	0.979584565	0.45019234	5.32E-11	1.28E-09	0.51714855	1.08E-05	8.46E-05	0.140286703	0.406098872	0.775386833	0.145268897	0.452075487	0.786885242	0.144786799	0.08901598	0.238111501	0.168580465	0.313205097	0.592943866	0.508686266	4.30E-05	0.000467366	0.415952843	4.92E-05	0.00080241
ENSG00000049245	0.129796358	0.26389785	0.502259468	-0.089432961	0.509986056	0.890810502	-0.074582769	0.313154338	0.639027803	-0.24117554	0.094754906	0.22965293	-0.483101432	0.009697799	0.052091181	-0.392822154	0.052636713	0.160917296	-0.450380115	7.69E-08	1.02E-06	0.137937457	0.342755109	0.623426991	-0.275173728	0.002419562	0.014594319	-0.193135152	0.046772561	0.204370608
ENSG00000198231	-0.028926641	0.747968774	1	-0.169866626	0.293883609	0.62908819	-0.103848663	0.153350785	0.393746809	0.265117002	0.002883805	0.01255399	-0.122387207	0.258655113	0.580770593	-0.077544652	0.486961791	0.830156165	0.00890381	0.886211412	1	-0.061191678	0.625049135	0.908165049	0.155863806	0.179285029	0.442622512	-0.000684591	0.995952856	1
ENSG00000143842	-0.516755602	0.029407293	0.089585379	0.271198396	0.361168739	0.70743909	-0.467343327	0.068816924	0.214733445	1.438889126	0.001312901	0.006352058	1.402768721	0.000286969	0.002799663	0.518159611	0.008134893	0.034868473	0.375161926	0.045592476	0.138197095	0.112419963	0.678955786	0.959899784	0.305736026	0.477389131	0.842731773	0.100960009	0.757756869	1
ENSG00000143862	0.821920168	5.56E-18	2.19E-16	0.515319406	0.0005922	0.004366102	-0.103415057	0.190442183	0.456200667	0.223695326	0.172339443	0.362958004	0.541624608	0.033188608	0.138472626	0.358480053	0.007657808	0.033048163	0.384107905	0.001506939	0.007503861	0.611065681	0.006790125	0.032012216	0.383588272	0.011810331	0.053907405	0.309029615	0.011259419	0.070300489
ENSG00000170075	0	1	1	1.495671976	0.001600658	0.010354877	-1.925275611	0.277089768	0.587814351	-1.376834107	0.07407056	0.187929319	0	1	1	3.74701785	0.005557841	0.025211693	1.052583641	7.14E-06	6.33E-05	2.388542018	0.093781301	0.255386985	0.191422651	0.709760489	1	0.178669328	0.89620588	1
ENSG00000158615	-0.221354403	0.06505876	0.172270191	0.211526868	0.335866443	0.672484126	0.008803847	0.896219625	1	-0.185011514	0.116204819	0.268063388	0.276234065	0.06422003	0.225455649	-0.002343296	0.983698185	1	0.288892486	5.49E-05	0.000393161	0.39940773	0.012004072	0.051545869	0.111015731	0.435100028	0.792970561	0.113133355	0.216971074	0.571037335
ENSG00000060688	0.174097154	0.240350785	0.46732693	-0.30771888	0.119672831	0.337807267	0.256670095	0.019262091	0.076570153	0.482927604	2.91E-05	0.000210699	0.065337608	0.743399243	1	0.224623995	0.085277658	0.235569308	0.155860567	0.172073926	0.395137837	-0.159965223	0.468672707	0.765273469	-0.018064227	0.917393874	1	0.307246015	0.005817319	0.042367053
ENSG00000163435	1.735216349	0.449298974	0.726156115	1.975063206	0.331361648	0.666882776	-0.526117045	0.910851886	1	1.214518232	0.209324438	0.419933609	7.875095163	0.000201449	0.002065132	-0.329354355	1	1	3.766332091	1.40E-06	1.44E-05	2.034430185	0.053005849	0.166293189	-0.160569096	0.801615932	1	-0.138829011	0.706196607	1
ENSG00000121766	-0.491873135	0.000408594	0.002180286	0.028925138	0.874943305	1	0.336722383	0.000888318	0.00552686	-0.206557712	0.038572593	0.110645912	-0.059351836	0.701636648	1	0.136364964	0.365382485	0.682112176	0.222598982	0.020944054	0.072891552	-0.291839472	0.120612359	0.306778297	-0.043752027	0.682161467	1	-0.018524529	0.85640367	1
ENSG00000167772	5.212239312	3.71E-20	1.74E-18	3.090825499	1.73E-06	2.47E-05	1.879576612	6.81E-45	6.57E-43	2.98674772	8.16E-10	1.26E-08	2.824830186	1.67E-07	3.60E-06	2.133501886	2.94E-12	6.68E-11	1.926688618	2.54E-05	0.000196597	3.824276405	1.80E-05	0.00017816	2.408531361	2.11E-05	0.000251399	3.093499894	3.92E-11	2.77E-09
ENSG00000186994	3.181161112	0.077088955	0.198053055	-2.861612296	0.018766165	0.080436134	1.03771076	0.005992884	0.028687854	0	1	1	3.297251306	0.042530969	0.16702744	-0.882753582	1	1	1.468076926	0.208645973	0.458940893	2.665750552	0.016654332	0.066678248	1.337065908	0.551401533	0.904508341	-1.546920758	0.574283669	0.950325814
ENSG00000007923	0.352350502	0.004834003	0.01925958	-0.114825416	0.572848932	0.940761545	0.294829078	0.000349832	0.002438525	0.253088614	0.04806147	0.13182555	-0.320271989	0.048349429	0.184235632	0.228968548	0.084197641	0.233259965	0.053515709	0.68003278	1	0.04566064	0.774148959	1	0.584228344	1.96E-06	3.13E-05	0.171101028	0.021781019	0.116129546
ENSG00000103044	1.237415018	0.240738983	0.467889558	0.294988934	0.36568635	0.713829325	0.357839219	0.659421604	1	-0.679039844	0.007803783	0.029493756	1.2784297	0.305885927	0.651190339	-1.655859541	0.000174361	0.001234201	-1.180438343	0.001944425	0.00937944	0.685547721	0.195828148	0.429626559	-0.365899998	0.500817503	0.867918754	0.469014938	0.268898064	0.645455217
ENSG00000204859	0.331374805	0.029395506	0.089562211	0.09731155	0.761602612	1	0.052244816	0.82642227	1	0.063673566	0.682416404	0.956146494	-0.259138257	0.393904318	0.758997265	0.039368063	0.848091596	1	-0.083397727	0.448487711	0.792431056	-0.619158863	0.083428886	0.234114217	0.376668624	0.101859851	0.293212462	0.415877329	0.023877675	0.124870109
ENSG00000141076	0.084183586	0.399321861	0.667531019	-0.408689374	0.02069339	0.087274595	0.383538337	1.13E-05	0.000114703	0.37701582	0.002300253	0.010333187	-0.367813394	0.009888973	0.052839666	0.12490798	0.386025287	0.708139549	-0.078462232	0.352503656	0.665336109	0.177479195	0.247980407	0.505035144	-0.069187216	0.574102646	0.927526529	0.135722574	0.127629085	0.410204847
ENSG00000170382	-1.522883632	0.558753123	0.8365796	0	1	1	-1.991589285	0.003392756	0.017785425	0	1	1	-1.495230788	0.566477998	0.941171242	0	1	1	0.925791754	1	1	0.895884098	1	1	0	1	1	0	1	1
ENSG00000168096	0.232932795	0.126879358	0.292718715	-0.013996378	0.977557165	1	-0.095214392	0.433581591	0.795959597	0.479239708	0.012543569	0.043807285	-0.490650883	0.078818743	0.261525903	-0.043690809	0.828935261	1	0.073808524	0.543364268	0.882013849	-0.32935071	0.348678721	0.629783353	0.251109271	0.139935948	0.370463597	0.022572607	0.891053404	1
ENSG00000132603	0	1	1	-0.128496006	0.51746251	0.898574568	0.137819577	0.142878563	0.374349587	0.293736951	0.028528238	0.086314258	0.226962829	0.155483315	0.42095337	0.421580317	0.001079744	0.006200712	0.34847447	0.000238678	0.001473285	0.208585033	0.169118863	0.388931928	0.256502808	0.08391836	0.252359852	0.27050691	0.008571371	0.057121291
ENSG00000184144	-0.110131229	1	1	7.629481227	8.51E-15	3.76E-13	-1.181703781	4.96E-07	6.65E-06	3.851164996	0.002304312	0.010349014	2.364385796	0.000255053	0.002527898	2.037363665	0.012635332	0.050412147	6.139167267	6.41E-14	1.93E-12	2.501582736	0.010672018	0.046891193	7.035339589	1.56E-10	5.30E-09	3.313126606	0.10474542	0.360550215
ENSG00000132604	0.241796261	0.093104551	0.230251284	0.133823874	0.342236537	0.681238743	0.172523594	0.032295636	0.117603641	0.12694646	0.146887158	0.322192771	0.318165694	0.045277916	0.174984212	0.183734552	0.302673951	0.593958317	0.295474367	0.013240036	0.049216618	0.225679117	0.123932214	0.313085897	0.311352109	0.0659083	0.209642084	0.423938781	0.00308631	0.025555818
ENSG00000127129	2.11063758	0.217322269	0.432951355	0	1	1	0.109950219	1	1	-0.652206633	0.60847648	0.885985593	0	1	1	1.548624885	0.530239481	0.863409701	-0.212799147	0.775146135	1	2.195576599	0.245346635	0.501173604	-0.319690355	0.832710442	1	2.081744933	0.038476214	0.177846345
ENSG00000117222	-0.082820736	0.61483928	0.894042263	0.008826974	0.959275894	1	0.206128183	0.001943783	0.010943076	0.246923583	0.018438587	0.060136674	0.063741075	0.653699562	1	-0.056997347	0.684677284	1	0.064324928	0.478977705	0.829589487	0.100527558	0.625040736	0.908165049	-0.134523536	0.284303742	0.603798175	0.038509963	0.73543248	1
ENSG00000117036	1.130022352	2.88E-09	4.31E-08	0.411849525	0.004481776	0.024676186	0.292670785	0.032952587	0.119564942	0.738000892	1.26E-11	2.41E-10	1.376806883	0.000105094	0.001171607	0.373704171	0.030719198	0.10520927	0.422820293	4.03E-06	3.77E-05	0.608906504	0.004242238	0.021658609	0.195203409	0.452270317	0.81284127	0.493886632	0.000246331	0.003153623
ENSG00000010803	-0.579058767	1.98E-05	0.000145121	-1.114907997	3.56E-06	4.69E-05	-0.089569849	0.310169687	0.634500245	-1.26792347	3.84E-17	1.22E-15	-0.65885472	9.92E-05	0.001112593	-1.148456379	5.59E-10	9.89E-09	-0.568170606	3.40E-07	3.99E-06	-0.684798691	6.34E-05	0.000552496	-0.744397032	0.000139921	0.001306184	-0.498586639	0.024784342	0.12839765
ENSG00000176658	-1.598305854	3.91E-32	3.93E-30	-1.521649686	1.01E-06	1.51E-05	-0.185221278	0.103512944	0.293770085	-1.256944591	5.13E-20	1.89E-18	-1.258198145	1.92E-15	1.28E-13	-0.895015139	0.01108589	0.045172692	-0.42255635	0.149829464	0.359102266	-1.350847044	8.82E-05	0.000742486	-0.500955633	0.006017788	0.031062627	-0.920337162	0.002380568	0.020648823
ENSG00000149269	0.328919408	0.012494091	0.043556467	-1.028156561	1.47E-06	2.12E-05	0.479565855	9.18E-07	1.17E-05	-0.608377969	0.00752024	0.028616381	-0.772821439	2.62E-05	0.000347712	-0.82876335	0.000238273	0.001639685	-0.52103083	6.71E-07	7.40E-06	-0.857193938	4.66E-07	6.35E-06	-0.20305719	0.450383309	0.810278293	-0.103998142	0.524162117	0.909087087
ENSG00000162873	4.29155602	0.000726466	0.003653479	0	1	1	-0.20170464	0.23563758	0.531790231	-0.862249496	1	1	1.618074446	0.566477998	0.941171242	0	1	1	0.065131181	1	1	0	1	1	3.997209049	0.011913883	0.054199986	2.188692558	0.195985109	0.533879376
ENSG00000006062	0.72929186	8.69E-06	6.86E-05	-0.115536792	0.831831041	1	0.793310543	1.03E-16	3.92E-15	0.964190185	0.001411522	0.006752964	-0.264954532	0.352360735	0.70472147	-0.433543236	0.101843634	0.269887014	-0.356181927	0.052557153	0.154935237	-0.6136076	0.068061268	0.200649872	0.00527502	0.993524198	1	0.315417491	0.188601074	0.52766434
ENSG00000178795	-2.987900141	0.130132983	0.298619923	0	1	1	5.13E-15	1	1	0	1	1	0	1	1	0	1	1	0.208676355	0.863445042	1	1.497414779	0.371979083	0.657403291	2.052368727	0.200493325	0.473200535	-2.719302043	0.187496193	0.525622857
ENSG00000117266	2.80625899	6.88E-05	0.000441862	5.278623828	1.74E-08	3.55E-07	-0.528606918	0.002108671	0.011756131	2.532323367	0.001648089	0.007748268	3.759808622	7.69E-07	1.45E-05	3.299491547	4.33E-07	5.07E-06	4.855104253	3.64E-12	9.03E-11	4.139846752	3.61E-14	1.23E-12	0.57164116	0.773456177	1	0.913699194	0.396605385	0.792916715
ENSG00000141101	0.334716575	0.00188615	0.008446468	0.073263511	0.73504844	1	0.126344555	0.192994408	0.460867006	0.404152896	0.009534282	0.034752076	-0.401980262	0.063682142	0.223875668	-0.25999414	0.248652158	0.519590112	0.187877763	0.0440942	0.134403587	0.375404989	0.201335082	0.436189112	0.761514127	0.000963686	0.006753897	0.253044445	0.010633977	0.06729133
ENSG00000174514	1.180881736	0.03017124	0.091548064	0.074166888	0.803830529	1	-0.78176616	0.211633581	0.493102167	-0.331081144	0.504288226	0.793569844	0.120533291	0.757323428	1	-0.551099926	0.076043661	0.215264261	-0.114068337	0.632217623	0.975586704	2.722414988	0.023817895	0.088604119	-1.757408391	2.12E-05	0.000252863	-0.13478094	0.730191547	1
ENSG00000198373	-0.046773787	0.691118519	0.971771924	-0.163235701	0.386216517	0.741248239	0.202463398	0.002060415	0.011519282	-0.134466562	0.123830815	0.281878808	-0.293470918	0.04213998	0.165875326	-0.164764842	0.178742681	0.407602116	-0.026476054	0.842021633	1	-0.024298122	0.903410772	1	0.37654922	0.001032734	0.007160197	0.082869761	0.411389832	0.804373539
ENSG00000158715	0.9867495	1.27E-08	1.71E-07	0.726798488	0.131242046	0.361384844	0.278890282	0.529927657	0.900935672	3.481375366	1.15E-09	1.74E-08	1.111582888	0.051483989	0.192323623	1.299341135	0.000398373	0.002594441	0.939247604	0.0010626	0.005528325	0.091657258	0.798202848	1	0.170661682	0.786302642	1	0.369366294	0.861263963	1
ENSG00000069275	-0.367144423	0.000119526	0.00072443	-0.51829644	0.004934384	0.026696125	-0.414013364	3.11E-08	5.13E-07	-0.344253428	0.064051518	0.166765697	-0.496385792	0.002149474	0.015292313	-1.030403339	6.70E-14	1.81E-12	-0.47219107	0.001552015	0.007701497	-1.202753777	2.81E-07	3.96E-06	-0.762086075	1.59E-06	2.60E-05	-0.280606801	0.000961019	0.009853187
ENSG00000140836	-0.182633252	0.169361152	0.363295838	0.081180576	0.548955023	0.921015393	-0.37348341	7.50E-05	0.000621092	-0.246310888	0.03157692	0.09380174	0.309243744	0.213595297	0.518107079	-0.244972386	0.178702818	0.407602116	-0.152843659	0.122703513	0.307916363	0.229990956	0.402973647	0.694123692	-0.128174965	0.348255654	0.681611211	0.011930807	0.915065477	1
