Gene	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value	Rattus norvegicus FC	Rattus norvegicus P-value	Rattus norvegicus Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value
ENSG00000073150	-0.183853187	0.581808857	0.980568089	-0.348524029	0.299364655	0.616608931	-0.254945104	0.755498256	1	-1.361560582	0.518695869	1
ENSG00000119965	-0.010579173	0.95014653	1	0.383291104	0.03546577	0.136692915	0.187795079	0.421856633	1	0.029759165	0.898863188	1
ENSG00000109270	-0.078399694	0.623503682	1	0.01233831	0.936762267	1	-0.073131928	0.647299347	1	-0.009332468	0.958984932	1
ENSG00000134375	-0.382931682	0.002166912	0.023823937	-0.442195452	0.004620457	0.028396726	-0.485362018	0.008711506	0.11101455	-0.026137576	0.869449274	1
ENSG00000149262	-0.072273837	0.639736287	1	-0.213059925	0.25941741	0.569554326	-0.099999706	0.496689988	1	0.012647345	0.951653564	1
ENSG00000077152	0.013335052	0.965889192	1	0.224858129	0.180588501	0.443544932	0.184123666	0.509217821	1	0.137612984	0.781054467	1
ENSG00000121931	0.196411426	0.215164716	0.588767518	-0.028315589	0.843394643	1	-0.010780277	0.965565465	1	0.401660344	0.247006808	0.85405212
ENSG00000183077	-0.094574512	0.543686699	0.944599189	2.336224407	1.72E-10	8.62E-09	1.170265084	0.011497422	0.136637387	0.237506362	0.492089385	1
ENSG00000123560	-0.681673677	0.260443382	0.655784	-0.4540501	0.634313577	0.974416945	1.972295984	0.019043949	0.194577379	-0.491685625	0.433768697	1
ENSG00000163217	0	1	1	0	1	1	0	1	1	4.291320341	0.078456073	0.446772866
ENSG00000141002	0.206058631	0.112572614	0.394154191	-0.043291877	0.768577068	1	-0.172144923	0.334495237	1	-0.04495699	0.760628825	1
ENSG00000134255	-0.289685505	0.039785305	0.200319466	-0.481083994	0.002772107	0.019008234	-0.155756444	0.447337883	1	0.217186158	0.29892796	0.91753356
ENSG00000109111	0.100486462	0.438289851	0.862742196	-0.087575229	0.497260903	0.857055945	-0.094446809	0.611740698	1	0.093712504	0.644903881	1
ENSG00000163682	-0.123488934	0.404920212	0.831794185	0.080213826	0.949134747	1	0	1	1	0	1	1
ENSG00000145808	1.014237395	0.648456787	1	-0.349133864	0.899664781	1	1.908383416	1	1	-1.957289518	1	1
ENSG00000162777	-0.237795302	0.45214105	0.876262342	-0.151311552	0.625155257	0.966278926	3.591226258	8.60E-05	0.002520115	0.569970021	0.486194948	1
ENSG00000204256	0.948228359	2.07E-11	1.79E-09	1.357177373	6.78E-19	1.04E-16	0.661682335	0.000236312	0.00604047	0.856877602	1.26E-07	5.67E-06
ENSG00000133055	-1.058147512	0.34446643	0.757362437	-2.089416373	0.035843995	0.137707329	-3.527582154	0.159371918	0.716534308	1.23126995	0.265191915	0.88427539
ENSG00000163485	-1.462825732	0.012949317	0.091937815	-0.785670899	0.072456519	0.232873074	0.413399464	0.845290683	1	4.712530092	0.024640557	0.206851489
ENSG00000122180	0	1	1	0.535354795	0.308994111	0.63024322	0	1	1	0.717963198	0.507234787	1
ENSG00000113396	-1.163820425	0.648456787	1	1.375205344	1	1	-0.252982568	0.747952772	1	-0.583406798	0.398028703	1
ENSG00000137409	-0.320236783	0.010913374	0.08129123	-0.505319852	0.002617472	0.018149829	-0.368642514	0.045031806	0.345686732	-0.247070159	0.22280356	0.81041176
ENSG00000047188	0.069057488	0.671983207	1	-0.34998347	0.075271399	0.239917991	0.205349885	0.29608226	0.955111112	-0.125282177	0.61454094	1
ENSG00000089057	0.020390624	0.856138091	1	-0.067422827	0.639385367	0.979135671	0.099688038	0.577447121	1	0.737124387	0.009775276	0.104091156
ENSG00000225190	0.086556224	0.761084915	1	0.162971097	0.286660103	0.599440844	-0.032051803	0.877273259	1	-0.031571017	0.862930876	1
ENSG00000171444	0.188565583	0.574834159	0.974373123	0.17908681	0.529190716	0.870034109	-0.168341622	0.452338667	1	0.721215171	0.018095325	0.165773583
ENSG00000171867	-0.37269755	0.022875253	0.136036291	-0.713324732	0.000217262	0.002364665	-0.431699408	0.020568597	0.20451624	-0.280349561	0.253834859	0.868013173
ENSG00000143847	0.924593923	0.260244064	0.655760228	0.397625732	0.577787668	0.918093369	0.85882514	0.268056617	0.934201461	1.396447444	0.253671083	0.867725651
ENSG00000163444	-0.26232429	0.044683191	0.215324764	-0.275904495	0.133930482	0.360782762	-0.212213774	0.255691048	0.916838042	-0.070699656	0.742097655	1
ENSG00000116857	-0.384785071	0.03842225	0.195909724	-0.458548802	0.099243796	0.291197929	-0.208392799	0.242919418	0.891472906	-0.275309613	0.258318957	0.874693454
ENSG00000092964	-0.236056755	0.157319125	0.484524214	-0.658058823	0.001043144	0.008641588	-0.50463647	0.128280011	0.643018265	-0.918052879	0.048019173	0.323335039
ENSG00000167182	0.38260588	0.035653195	0.185585004	0.093109377	0.594172212	0.934968485	0.668470678	0.000175991	0.00466217	0.167773353	0.463214394	1
ENSG00000129595	1.096745711	0.084222848	0.326786971	0.208306219	0.754229525	1	0.203153234	0.826493583	1	-0.156716922	0.588584508	1
ENSG00000221914	-0.033637122	0.783526567	1	-0.048140201	0.68271479	1	0.028527735	0.864470745	1	0.150173568	0.3154022	0.945257626
ENSG00000164211	0.113219559	0.6399553	1	-0.811514426	0.024948717	0.105239289	-0.486795255	0.139137095	0.6749925	-0.731821566	0.031781758	0.246204038
ENSG00000221818	-0.040698121	0.961252105	1	-0.520152079	0.099374047	0.291302751	0.547979679	0.02346316	0.226096724	-0.040982467	0.931304122	1
ENSG00000152495	-0.42839848	0.189121688	0.544190958	-0.489161767	0.475015224	0.833227225	0.831201808	1	1	-0.020853945	1	1
ENSG00000134987	-0.331663204	0.014934652	0.101568006	-0.172794517	0.318945723	0.64187864	-0.135224796	0.406634886	1	-0.106668094	0.53186356	1
ENSG00000007312	-0.2124535	0.858585761	1	0	1	1	1.934873372	1	1	3.426633702	0.281339077	0.890470891
ENSG00000164209	-0.442573319	0.00402818	0.03802741	-0.840765422	4.43E-06	8.75E-05	-0.179124126	0.242428014	0.890314945	-0.270592091	0.231945393	0.827952064
ENSG00000112893	-0.613114207	3.85E-05	0.000858521	-0.799182896	0.00341707	0.022418807	-0.591586618	0.003602819	0.056892779	-0.374858932	0.041474783	0.294571061
ENSG00000125818	-0.124595702	0.343832377	0.756723134	-0.361059639	0.011311715	0.057302216	0.03051509	0.847678477	1	0.244568164	0.20283258	0.767486057
ENSG00000151422	-0.129931019	0.33661521	0.746465801	-0.440835939	0.044677228	0.162553071	-0.16982929	0.292530749	0.949127367	-0.078901577	0.692961869	1
ENSG00000104756	-0.277880639	0.012853484	0.091356182	-0.507538046	0.001908015	0.014090965	0.086324191	0.570018783	1	-0.210428048	0.343737816	0.985044758
ENSG00000145743	-0.534106335	0.000350286	0.005536673	-0.686073216	0.000172892	0.001954729	-0.385882084	0.029363634	0.263657444	-0.250892532	0.162401126	0.679432646
ENSG00000147437	2.820494332	4.70E-08	2.21E-06	1.120144653	0.075525186	0.240263873	1.845773037	0.519276061	1	1.541567894	0.424268385	1
ENSG00000184349	-0.234698584	0.261179267	0.656597412	-0.282770011	0.342949265	0.674271011	-0.434361899	0.453056932	1	0.177789524	0.509517383	1
ENSG00000182742	0.364653347	0.088296112	0.336923817	1.046132462	0.000111197	0.001355985	0.059851818	0.852963612	1	0.291199348	0.355098739	1
ENSG00000163395	2.22573724	0.51639458	0.919476369	1.327077468	0.178555856	0.439955103	0	1	1	1.780360215	1	1
ENSG00000100731	-0.094852416	0.419466149	0.844590912	-0.395701435	0.007289388	0.04056932	0.028232167	0.888803173	1	-0.105770398	0.568421812	1
ENSG00000081277	-0.440316822	0.394310964	0.820401645	0.07349257	0.913354687	1	0.23300776	0.357800699	1	-0.560784552	0.582874535	1
ENSG00000147459	-0.095716476	0.654087223	1	-0.542210019	0.002430509	0.017145497	0.053854522	0.812893275	1	-0.374283349	0.031634587	0.245413166
ENSG00000277586	0.342354577	0.538385562	0.939694574	3.01781973	0.002510197	0.017581161	0.440475369	1	1	0.095821334	0.851268374	1
ENSG00000159176	-0.245481402	0.251119634	0.644141819	-0.274234646	0.377072688	0.719650714	-0.047988036	0.830697153	1	0.480456158	0.013071064	0.130387305
ENSG00000168710	-0.226015835	0.041929797	0.207534126	-0.504795524	0.000147186	0.001697003	-0.056488982	0.727490008	1	-0.273044645	0.085474546	0.470876716
ENSG00000077157	0.73502472	3.54E-05	0.000799679	0.759953953	0.004249087	0.026715624	1.5697171	2.92E-11	2.38E-09	1.67675699	1.20E-13	1.23E-11
ENSG00000178531	-0.130659145	0.670094906	1	-0.141348591	0.79265292	1	0.029934205	1	1	-0.163169708	0.667484677	1
ENSG00000087191	-0.141312411	0.19095286	0.546983606	-0.199477529	0.152082653	0.395084273	-0.257154775	0.114135518	0.598615727	0.135456267	0.468623289	1
ENSG00000104980	-0.056612882	0.608892917	1	0.018403052	0.886266864	1	0.098446415	0.553956624	1	0.496826571	0.00842333	0.092606625
ENSG00000042980	-0.753841122	0.482334128	0.907043231	0.750016119	1	1	0	1	1	0.860018252	0.329725212	0.964807338
ENSG00000159167	0.068256715	0.836686151	1	2.29331003	5.51E-08	1.74E-06	0.139915503	0.826290614	1	-0.226925416	0.516591752	1
ENSG00000108684	0	1	1	0	1	1	0.855844163	1	1	0	1	1
ENSG00000099783	0.052099238	0.62753387	1	-0.051319761	0.728392649	1	0.025234008	0.88647642	1	0.350762897	0.021087709	0.185163694
ENSG00000147454	1.196540985	1.71E-13	2.02E-11	0.99062563	1.35E-07	3.83E-06	2.414343834	3.39E-22	6.08E-20	1.70466412	2.22E-06	7.91E-05
ENSG00000197106	-0.274280667	0.440910169	0.865048014	-0.344834436	0.240317551	0.541117585	-0.050081956	0.818008091	1	-0.405196532	0.114083628	0.555968198
ENSG00000198700	-0.073789236	0.514806322	0.919476369	-0.29823666	0.023035684	0.099166987	-0.114621634	0.487814497	1	-0.119113568	0.594664338	1
ENSG00000188542	0.263240959	0.332022556	0.740911587	0.149436407	0.679557557	1	0.726370238	0.220779213	0.853442687	1.096748133	0.006152737	0.072344499
ENSG00000116396	-0.097805919	0.656423058	1	-1.070829613	0.468672634	0.826463984	0.786048994	1	1	-1.969755424	1	1
ENSG00000162775	0.171735646	0.412318686	0.837733604	0.412692878	0.049003363	0.173893823	0.254189868	0.461391464	1	-0.300808952	0.29866125	0.91753356
ENSG00000261609	-0.241880181	0.16859157	0.506571774	-0.192447467	0.357168788	0.693505409	-0.248291125	0.447754628	1	-0.158747812	0.600518737	1
ENSG00000147457	-0.373551773	0.001100509	0.014125233	-0.282136609	0.041401606	0.153614629	-0.23652664	0.124821257	0.632645771	-0.35020326	0.059648647	0.374649246
ENSG00000146872	0.36383595	0.004404167	0.040833359	0.079021232	0.522220728	0.863708161	0.620316803	0.000103279	0.002977792	1.132175331	6.74E-06	0.000211015
ENSG00000168679	-0.221401968	0.627351124	1	-0.475519769	0.209733675	0.493066133	-0.855944521	0.310499708	0.976897782	-0.522220698	0.655326801	1
ENSG00000099219	-0.421061221	0.007430141	0.060691803	-0.721333082	1.19E-05	0.000202393	-0.534796711	0.023020134	0.222727947	-0.697465498	0.000118056	0.002683496
ENSG00000143105	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000177301	-0.065358278	1	1	0	1	1	0	1	1	0.451292677	0.853458178	1
ENSG00000197889	1.293128049	0.151614645	0.472420011	-0.061109664	1	1	0	1	1	-0.185572569	1	1
ENSG00000178297	1.145795332	0.156613882	0.48310736	0.255189107	0.841699809	1	-1.85138632	1	1	1.780360215	1	1
ENSG00000182866	2.757985295	0.004986209	0.04488667	-0.086281856	0.916344676	1	-0.148013325	0.848236302	1	2.012631122	0.081985884	0.457414756
ENSG00000120907	-0.854718652	0.212684499	0.584441328	1.431697875	1	1	0	1	1	0	1	1
ENSG00000176619	-0.099378795	0.676753263	1	-0.236960642	0.144412565	0.380886153	0.160961547	0.581348295	1	0.089248338	0.691017862	1
ENSG00000176204	0.921669355	0.100752884	0.36715393	-0.366459578	0.669287426	0.999662061	1.722512228	0.407112349	1	0	1	1
ENSG00000170921	-0.06816126	0.671666171	1	-0.285109634	0.095877122	0.283517652	-0.023720527	0.926203842	1	0.084316411	0.687274904	1
ENSG00000173826	-1.253653556	1	1	0.970326579	0.0347787	0.134839347	0.849783694	0.147548412	0.697527699	-0.144403828	1	1
ENSG00000112078	-0.306616118	0.008168346	0.065393239	-0.476364046	0.001616756	0.012354463	0.143425209	0.491518292	1	-0.398780067	0.018130158	0.166022842
ENSG00000158805	1.423816802	3.61E-13	4.11E-11	1.701770952	6.95E-17	8.42E-15	0.768824454	0.000114139	0.003248044	0.568898638	0.021035968	0.184933078
ENSG00000187741	0.455664011	0.2007781	0.563815582	0.308340113	0.055214781	0.190331297	0.202025443	0.290579884	0.946864972	0.493460724	0.391065887	1
ENSG00000204991	0.525474805	0.074231054	0.300651664	3.220574376	5.22E-18	7.13E-16	1.331177796	0.262387968	0.926112572	-0.280841907	0.409145489	1
ENSG00000112079	-0.07717778	0.47797795	0.902768256	-0.322419001	0.052417746	0.18320083	0.030819838	0.843708239	1	-0.174599712	0.405564211	1
ENSG00000198909	-0.102655179	0.381964718	0.805983601	-0.278464471	0.042657372	0.156977965	-0.066037743	0.666906685	1	-0.468998289	0.012361226	0.12451361
ENSG00000136490	0.550327524	0.003149012	0.031627283	0.548841975	0.147687939	0.387064052	-0.248909542	0.10825409	0.581698871	-0.17142411	0.61295228	1
ENSG00000112081	-0.186079861	0.25909049	0.654276336	-0.220911608	0.106492013	0.306872256	-0.039348443	0.847990853	1	-0.048734238	0.785550868	1
ENSG00000116285	-0.372669223	0.216830638	0.591763548	-0.137786055	0.631102708	0.971675656	0.522276837	0.006179109	0.086400783	0.857123	9.79E-08	4.54E-06
ENSG00000255587	2.547593123	0.020222101	0.125722888	1.872511879	1.39E-06	3.12E-05	0.846124303	0.781655146	1	-1.969755424	1	1
ENSG00000143839	1.19720065	1	1	-1.350108656	1	1	0	1	1	0	1	1
ENSG00000266173	0.083564285	0.511286347	0.919476369	-0.01185734	0.950523243	1	0.123750845	0.483662997	1	-0.113348684	0.634687884	1
ENSG00000198663	-0.182796346	0.052829949	0.241050404	-0.404165705	0.019934547	0.088856002	-0.147497469	0.362010803	1	0.024816747	0.883719738	1
ENSG00000049247	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000143845	-0.195247302	0.606151818	0.999029874	-0.475999509	0.061540837	0.205911728	3.190659471	0.283678088	0.937393487	0.286086444	0.827651332	1
ENSG00000105143	0	1	1	0.087368262	1	1	2.672827658	0.522452058	1	0.160546327	0.811757382	1
ENSG00000108588	-0.354008804	0.003617329	0.035124997	-0.333558419	0.009998819	0.052163126	-0.108261744	0.595460626	1	-0.137320878	0.668403906	1
ENSG00000133067	-0.487482996	0.694358874	1	0.653768194	0.729460504	1	3.513237687	0.159371918	0.716534308	-0.802081829	0.050639849	0.335279217
ENSG00000049246	0.174695058	0.719605718	1	-0.22128836	0.354707616	0.689595592	0.537694218	0.024322888	0.231372925	-0.010286997	0.986311171	1
ENSG00000143303	0.247028642	0.193590495	0.551253062	0.623021539	0.004701055	0.028801266	0.557771919	0.057877113	0.403735813	1.561366529	3.87E-07	1.59E-05
ENSG00000031823	0.214172031	0.098535774	0.362530686	0.039301636	0.776049142	1	0.141791832	0.334079822	1	0.097372915	0.58547113	1
ENSG00000049245	-0.272257538	0.01178896	0.085853226	-0.546452758	0.000142128	0.001653421	-0.151775674	0.366756097	1	0.124153343	0.474160665	1
ENSG00000198231	0.147828	0.173460207	0.515851018	0.166776837	0.207533355	0.489761463	0.209130123	0.174907368	0.751592713	0.050727946	0.791917355	1
ENSG00000143842	0.139784632	0.300848666	0.702705445	0.23870149	0.351757067	0.685650594	0.107484049	0.766403157	1	-0.368327825	0.281809547	0.890924026
ENSG00000004897	-0.340310468	0.012574731	0.089926442	-0.572284485	0.000143044	0.00166079	-0.167258741	0.397318427	1	-0.252840255	0.258571387	0.874914037
ENSG00000099785	-0.170196343	0.479454787	0.903943652	-0.457231714	0.011201589	0.056896792	-0.268336274	0.141109397	0.68018215	-0.172602742	0.382349243	1
ENSG00000120071	0.648475299	0.000344951	0.005471994	0.673051632	0.0006861	0.00617461	0.314960054	0.050073331	0.368344887	0.297850692	0.155199282	0.665684587
ENSG00000143862	0.192026096	0.107614076	0.384334603	0.301353184	0.027515631	0.113038888	0.089302285	0.565684649	1	-0.223193575	0.270995973	0.890470891
ENSG00000170075	1.384785228	0.260402269	0.655784	2.174090361	0.095914681	0.283549275	-0.526583924	0.689996809	1	0	1	1
ENSG00000039068	0.63052891	1	1	0	1	1	-1.93291295	0.385720393	1	-0.282009444	1	1
ENSG00000158615	0.203898522	0.122977393	0.417597485	0.246708226	0.121526079	0.336831629	0.158092449	0.310186573	0.976545502	0.455656888	0.014244513	0.13941057
ENSG00000060688	-0.427170738	0.004825667	0.043833695	-0.282724256	0.043490342	0.1593907	-0.164502403	0.303461625	0.966211758	0.012043409	0.959028418	1
ENSG00000163435	2.011971242	0.084362729	0.326994784	2.342401448	5.87E-09	2.18E-07	0.795809464	1	1	-1.942693297	1	1
ENSG00000121766	-0.05884484	0.615656806	1	0.015041135	0.916101116	1	-0.028585091	0.867661586	1	0.10343501	0.658594159	1
ENSG00000167772	-0.135253246	0.528694992	0.931528236	2.125405709	1.06E-06	2.45E-05	1.629868738	0.311298962	0.976944114	0.957508445	0.00554723	0.06666473
ENSG00000186994	0.478552701	0.553961765	0.956024747	0.069328277	1	1	-0.054421863	0.948146856	1	0.317603609	0.386487141	1
ENSG00000186868	0.129393522	0.685964105	1	-0.177854625	0.618951857	0.960439466	-2.098372168	0.072361568	0.461740748	0.401228315	0.51479335	1
ENSG00000007923	-0.01600511	0.873373475	1	-0.273510299	0.04810484	0.171438562	-0.168459089	0.241560322	0.889280168	-0.030677077	0.852172733	1
ENSG00000103044	0.832176949	0.034742914	0.181855707	1.937650621	0.004648188	0.028534634	1.076486884	0.039392556	0.318908359	1.921421181	0.038330104	0.279529921
ENSG00000198625	1.010129635	0.006401264	0.05433914	0.569863958	0.097467052	0.287101245	1.017329736	5.45E-06	0.000217569	0.711205364	0.018860518	0.170417695
ENSG00000204859	0.753140635	0.000563054	0.008186937	1.765957762	2.23E-11	1.30E-09	0.902786726	0.001139514	0.022974252	1.146267822	0.000202839	0.004256523
ENSG00000141076	-0.148098609	0.368466031	0.788925669	0.020792307	0.892312772	1	-0.086697387	0.736027735	1	-0.164927395	0.33222469	0.968217994
ENSG00000170382	2.637058909	0.149970232	0.468778916	-0.658414337	1	1	-0.14992516	0.890619648	1	0.007590248	1	1
ENSG00000168096	0.62892986	0.000818165	0.01104831	0.694419387	0.000822512	0.007160305	0.487655613	0.0672978	0.442104983	0.773552086	0.003704681	0.048710713
ENSG00000187017	-0.286804227	1	1	-2.030451511	0.52123086	0.862732457	0	1	1	0.743050541	0.141768414	0.639028977
ENSG00000132603	-0.338888014	0.018641763	0.118477422	0.403200603	0.004518595	0.027897862	-0.046779874	0.877129867	1	0.060524753	0.748270636	1
ENSG00000097021	-0.097746196	0.540346679	0.941366193	-0.300970232	0.138775039	0.370226952	-0.1501971	0.428694557	1	0.292934823	0.068669819	0.411040055
ENSG00000184144	2.983192973	6.94E-06	0.000189984	0.76483859	1	1	0.360312508	0.566485863	1	0.722424565	1	1
ENSG00000132604	0.001101811	0.992528155	1	0.020511434	0.899578842	1	0.418501687	0.016851017	0.17903694	-0.076594197	0.71906509	1
ENSG00000127129	-0.106626439	1	1	3.619731459	4.51E-06	8.90E-05	-0.054517207	1	1	0.038427834	1	1
ENSG00000117222	-0.186966764	0.082018359	0.321719231	0.202217515	0.156336293	0.401101881	0.066698932	0.642783176	1	-0.212344525	0.26328974	0.881368215
ENSG00000117036	0.557657273	1.66E-05	0.000407636	1.20066965	2.82E-13	2.18E-11	0.634151881	0.000130817	0.003646695	0.59159551	0.008394068	0.092411137
ENSG00000010803	0.064917553	0.739812496	1	-0.223165058	0.314683633	0.636625919	0.061202258	0.773588968	1	-0.233926032	0.252279699	0.864732051
ENSG00000176658	-0.192485519	0.445337273	0.869766463	-0.777667161	0.00445189	0.02758075	-0.482369717	0.051856426	0.377251647	-0.414764684	0.013267142	0.131739751
ENSG00000179862	0.318716226	0.470034103	0.89474511	1.023182802	3.61E-05	0.000520578	0.928064355	0.195281298	0.797435122	0.1026995	1	1
ENSG00000149269	-0.123058217	0.434354981	0.8590305	-0.458664494	0.005464264	0.032526244	0.466065226	0.154470369	0.714266498	-0.091325975	0.70277664	1
ENSG00000162873	0	1	1	0.750016119	1	1	0.007278571	1	1	-0.385660594	0.150977795	0.66273887
ENSG00000006062	1.742214703	3.41E-12	3.42E-10	1.748121766	2.37E-07	6.47E-06	2.826356126	5.15E-43	2.01E-40	2.627956436	1.42E-16	1.90E-14
ENSG00000178795	1.15995383	1	1	1.375205344	1	1	0	1	1	0	1	1
ENSG00000117266	0.16187895	0.913204584	1	0.018869852	1	1	1.104617061	0.060658183	0.415314722	-0.318905338	0.127889745	0.596727469
ENSG00000141101	-0.023138135	0.846127557	1	0.35894566	0.021076077	0.092710672	0.097113929	0.646444678	1	-0.11494407	0.513771163	1
ENSG00000174514	-0.152823935	0.780025422	1	0.461141247	0.343482394	0.674872258	0.446945652	0.778315469	1	1.669412398	0.005941991	0.070475377
ENSG00000198373	-0.044901492	0.666673411	1	-0.265451034	0.058876969	0.199512093	0.171200966	0.323544518	0.994240897	-0.185300854	0.314283151	0.944237017
ENSG00000158715	-0.648423069	0.087056607	0.333424489	-1.020475368	0.134633114	0.362199667	0.665390544	0.439117879	1	0.018263911	0.979330016	1
ENSG00000103035	-0.048424104	0.670434667	1	0.065188884	0.620066094	0.961758259	-0.225992508	0.134849664	0.664218932	0.062969966	0.678974076	1
ENSG00000069275	-0.18618198	0.218793576	0.59469837	-0.32024525	0.098547314	0.289682009	-0.635501735	0.005784631	0.082236411	-0.668912594	0.003835251	0.050085023
ENSG00000140836	0.701005914	0.001506241	0.017898644	-0.234782841	0.348690122	0.681953156	0.100898118	0.724546108	1	-0.061218027	0.823729554	1
ENSG00000133065	0.215014501	0.099974674	0.365639692	-0.236890386	0.191570386	0.462565073	-0.142488154	0.464850349	1	-0.08249219	0.669501168	1
ENSG00000162877	0.521915718	1	1	0.307521371	0.411082428	0.761740485	-0.021988944	0.957811898	1	0.632882061	0.456375939	1
ENSG00000066044	-0.253449261	0.037580602	0.192866117	-0.410723001	0.002620173	0.018162717	-0.034530148	0.867213114	1	-0.252061755	0.14088349	0.636725821
ENSG00000117751	-0.181371242	0.083411286	0.325627827	-0.102779454	0.397664232	0.746208491	0.00189872	0.993168703	1	-0.403096272	0.022554962	0.194671487
ENSG00000130775	1.890338193	1.22E-10	9.44E-09	0.102048836	1	1	2.20294397	0.013010238	0.14954188	0	1	1
ENSG00000117748	-0.399515531	0.010027294	0.076247679	-0.373176704	0.060790768	0.204010336	-0.065002396	0.690050553	1	-0.300926088	0.53548766	1
ENSG00000007264	-0.039154801	1	1	1.428549651	1	1	0	1	1	2.539534088	0.520892718	1
ENSG00000130768	-1.227215434	1	1	0	1	1	0.061381356	0.882727189	1	0.160649261	0.785515414	1
ENSG00000011132	0.709378295	1.22E-05	0.000308778	0.052734354	0.787831101	1	0.007980407	0.967511932	1	0.137124503	0.490095884	1
ENSG00000174502	1.889015171	0.154763059	0.479025636	2.515296971	0.007600395	0.04201838	1.362639041	0.062942464	0.424925063	-0.176929303	1	1
ENSG00000116254	0.954379929	0.110940177	0.390729956	0.49496656	0.329486945	0.65745004	1.403995065	0.003627816	0.057081293	-0.243017181	0.507066941	1
ENSG00000105289	0	1	1	0	1	1	1.871204018	0.157405724	0.716534308	2.539534088	0.520892718	1
ENSG00000143437	0.045771557	0.680976741	1	-0.155536806	0.24800102	0.553416573	0.066162106	0.707905552	1	-0.117279752	0.551034949	1
ENSG00000078124	-0.259910738	0.052094991	0.239456877	0.043633798	0.763990973	1	-0.319368488	0.060128932	0.413014741	-0.230462516	0.26850717	0.888846867
ENSG00000182704	0.154553928	0.492147226	0.916126668	1.202923548	6.99E-06	0.000128484	-0.435843992	0.123297166	0.628125772	-0.417482006	0.120597145	0.573890609
ENSG00000163479	-0.222656502	0.149571093	0.468778916	-0.477069902	0.010304268	0.053470136	-0.209214315	0.294244276	0.951827642	0.164714693	0.57305792	1
ENSG00000276600	-0.023562873	0.938030423	1	-0.183012239	0.460534379	0.817898206	-0.125814118	0.602455133	1	-0.986065686	0.000118838	0.00269846
ENSG00000163131	2.115310531	0.000298716	0.004907118	0.689702231	0.008046259	0.044054291	-0.001499219	1	1	1.484018038	0.407508395	1
ENSG00000096070	0.207937089	0.085745612	0.330534152	0.148833608	0.392427584	0.73966342	0.698295392	1.88E-05	0.000664447	0.368394509	0.039802289	0.287188419
ENSG00000158161	0.016040923	0.88903147	1	-0.119901807	0.427764688	0.780292563	0.063282676	0.678038186	1	0.033234368	0.845652591	1
ENSG00000169403	0.23301176	0.690278275	1	0	1	1	-0.74203116	0.022813579	0.221202645	0.179521481	1	1
ENSG00000186111	0.017367303	0.893879717	1	-0.267884016	0.065991687	0.217538612	-0.196509317	0.299376723	0.961198514	-0.329113308	0.056679203	0.36290689
ENSG00000114378	0.618961734	0.298395556	0.699380116	-0.259774656	0.312978498	0.634248206	-0.270791911	0.631692895	1	-0.300991647	0.627182462	1
ENSG00000196188	1.21205547	1	1	0	1	1	0	1	1	0	1	1
ENSG00000140829	0.079294422	0.439415839	0.863664292	-0.049960455	0.694150939	1	0.085778932	0.584322499	1	-0.03229998	0.857261476	1
ENSG00000163159	0.03185737	0.802529189	1	0.089855834	0.552097777	0.892391222	0.319085376	0.039295813	0.318703067	0.2921002	0.118648054	0.568880457
ENSG00000161091	0.191899718	0.252340839	0.645495915	-0.234985001	0.3174904	0.640186783	-0.242588736	0.173824698	0.748706892	-0.393549625	0.113555646	0.55505898
ENSG00000220008	-1.266580269	1	1	1.375205344	1	1	-0.139228637	1	1	-0.618436975	0.217867517	0.800317652
ENSG00000182149	0.017479741	0.874901845	1	-0.018423693	0.893237637	1	0.091412397	0.600403937	1	0.020524316	0.906265481	1
ENSG00000125944	-0.261069442	0.065978478	0.278875485	-0.188052345	0.242957097	0.54508026	-0.212297331	0.232689774	0.875104374	-0.164995763	0.466237865	1
ENSG00000102984	0.397723596	0.12831062	0.429770415	0.363268619	0.234546216	0.533282909	0.686699871	0.008469408	0.108855941	-0.028850352	0.927629145	1
ENSG00000104886	-0.020177291	0.901844495	1	0.486666681	0.004056322	0.0257589	0.250431027	0.316438342	0.98358013	0.098062785	0.618346266	1
ENSG00000143390	0.57550277	0.022190102	0.133696882	0.279225105	0.122558281	0.338859569	2.16873007	7.94E-22	1.38E-19	2.336182048	7.00E-15	8.33E-13
ENSG00000137492	-0.31640165	0.01007545	0.076495768	-0.390923399	0.002575077	0.017919211	-0.451796641	0.002024126	0.036388294	-0.451421503	0.034904061	0.263000285
ENSG00000085741	0.053702646	0.941339738	1	0.590175214	0.272813547	0.588572241	-0.229191232	0.79396687	1	1.897851996	1.09E-05	0.000328605
ENSG00000104885	0.702779533	0.000248077	0.004206201	0.231220743	0.093769445	0.279103478	1.471935562	1.73E-17	2.33E-15	0.617095127	0.017705205	0.162953736
ENSG00000198382	-0.245030365	0.12254188	0.416890314	-0.092588982	0.534641906	0.875470739	0.123531128	0.431221302	1	-0.393453191	0.054461317	0.352541508
ENSG00000136895	-0.114311429	0.816436899	1	0.26447407	0.41439812	0.764836702	0.356599658	0.526258555	1	-0.006015297	0.986970933	1
