Gene	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value	Rattus norvegicus FC	Rattus norvegicus P-value	Rattus norvegicus Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value
ENSG00000182118	-0.223831229	0.537642502	0.939160726	-0.765177204	0.001004408	0.008417676	-1.838887276	0.047018555	0.354830978	-0.179752739	0.827094679	1
ENSG00000164695	-1.221817838	0.186260592	0.538747469	0.346753772	0.756640962	1	-0.070082313	0.843032485	1	-0.158783443	0.778525016	1
ENSG00000133612	0.169795884	0.177603634	0.523041374	0.632168968	2.12E-05	0.000331229	-0.169207052	0.259078919	0.921282242	-0.522373126	0.007659176	0.085972278
ENSG00000104112	2.27121007	0.274591871	0.665765326	0.647590848	0.301516265	0.619694062	-1.85138632	1	1	-0.952396074	1	1
ENSG00000115355	0.667034042	0.001744679	0.020101556	0.147256364	0.718547831	1	-0.000815511	0.998537744	1	-0.12025384	0.654236365	1
ENSG00000168907	1.89374625	0.071335359	0.293474472	0	1	1	2.710706009	0.114553181	0.600086237	3.462268837	0.156943336	0.665684587
ENSG00000162804	-0.080303464	0.869955699	1	-0.248818577	0.694535488	1	0.088124336	0.85630724	1	-0.663120075	0.039267055	0.284362952
ENSG00000271503	6.225523412	5.13E-45	6.74E-42	7.948097518	7.96E-37	6.13E-34	11.42553051	2.85E-65	1.89E-62	9.645487938	3.64E-84	7.21E-81
ENSG00000087301	-0.225509008	0.256695521	0.651742414	-0.357147349	0.35227166	0.686344314	-0.056140283	0.844463595	1	-0.172094135	0.591054432	1
ENSG00000179674	3.311196832	0.001198427	0.01508716	0	1	1	-1.84162585	1	1	0	1	1
ENSG00000130725	-0.291865494	0.010892702	0.081198645	-0.409354836	0.002636902	0.018225967	-0.249554189	0.189960074	0.78435243	-0.033046944	0.834453822	1
ENSG00000241127	0.118224354	0.453259698	0.877136095	0.116974159	0.501580042	0.861514229	0.281685242	0.135937199	0.667741374	-0.137730694	0.631677031	1
ENSG00000130522	0.49470797	0.048986655	0.230025811	1.271933888	8.32E-05	0.001056375	0.948422261	4.97E-07	2.37E-05	0.149689663	0.499927066	1
ENSG00000162676	-0.304349643	0.80178087	1	2.905256275	0.15746949	0.401101881	-1.243850906	0.656596596	1	3.385158685	0.281339077	0.890470891
ENSG00000103034	-0.085160859	0.793103973	1	0.749598807	0.204526451	0.484686681	-0.125114364	0.624040414	1	-0.161448338	0.406306876	1
ENSG00000163625	-0.007212798	0.959488784	1	-0.296845367	0.199106726	0.476125739	-0.327382408	0.180613919	0.763995328	-0.43776799	0.061106597	0.381495773
ENSG00000010327	2.601431818	0.149970232	0.468778916	2.405292582	0.03730161	0.141742176	0.743608646	0.808435118	1	0.01346373	0.982058652	1
ENSG00000163297	0.13782994	0.583138384	0.982040288	-0.496265178	0.002429259	0.017142469	0.579777509	0.004910115	0.072311706	-0.427719617	0.085906486	0.472160433
ENSG00000070190	5.432411201	1.54E-07	6.46E-06	0.796574015	0.308814582	0.630071708	2.249073782	0.018597801	0.191724025	1.132151389	0.001217636	0.019758011
ENSG00000185627	-0.211690115	0.085455434	0.329867353	-0.361486974	0.033556568	0.131495418	-0.334730936	0.029578499	0.265042273	-0.228426943	0.259918777	0.87697417
ENSG00000119147	0	1	1	0.06156725	1	1	-0.809493267	0.802943195	1	0.18008752	0.827849489	1
ENSG00000091542	-0.153677253	0.306955763	0.710901897	-0.317903777	0.02492989	0.10520235	0.588465923	0.053435803	0.384031397	-0.470179803	0.040082785	0.288447693
ENSG00000091428	0.237168556	1	1	-0.032956062	0.979426964	1	0.538269716	0.130119224	0.649536122	2.315167637	1.28E-05	0.000379463
ENSG00000111145	-0.036485631	0.749586256	1	-0.482770436	0.036312042	0.138985693	-0.27604198	0.104806472	0.571635996	-0.129517375	0.457365557	1
ENSG00000126070	0.383013234	0.014821047	0.101086004	0.24903254	0.171428397	0.426682057	-0.042796188	0.895342076	1	-0.404703887	0.210567554	0.783736158
ENSG00000086102	0.240017625	0.026408852	0.149987665	0.699200051	2.00E-06	4.34E-05	0.446851753	0.001649616	0.030764106	0.136454224	0.544658249	1
ENSG00000123358	0.730506278	0.020164386	0.125522508	2.047245676	1.62E-05	0.000263119	1.704474325	0.000147816	0.004030034	0.569357285	0.28175571	0.890883164
ENSG00000196876	0.552129787	0.000201747	0.003545773	0.139620497	0.846458765	1	1.518612751	0.19920377	0.805774272	-0.087268198	1	1
ENSG00000183726	-0.243919127	0.09943044	0.364592995	-0.394541309	0.010375503	0.053726289	-0.303445378	0.048931908	0.363223636	-0.219115339	0.187523662	0.734545121
ENSG00000101670	0.884308888	0.111860195	0.392776611	1.547502159	0.054877684	0.189528519	1.926731302	0.003926179	0.060640738	1.003696345	0.040329974	0.289461276
ENSG00000131507	-0.233183156	0.073612925	0.299282263	-0.333201917	0.015100304	0.071513447	-0.294265194	0.050460135	0.370442137	-0.118217166	0.498869308	1
ENSG00000135821	-0.799908108	2.78E-10	2.04E-08	-0.578743575	0.000764087	0.006722217	-0.307530815	0.106352876	0.576045133	-0.488739602	0.002489327	0.035522659
ENSG00000104883	0.3348077	0.387726214	0.813003604	0.588289875	0.096801005	0.285662282	-0.320807549	0.416388052	1	-0.124058117	0.765277218	1
ENSG00000156486	-1.003850074	0.039829593	0.200440012	-1.316920917	0.338202132	0.668747965	0	1	1	0	1	1
ENSG00000059145	0.347233095	0.053058611	0.241869677	0.400126442	0.002875067	0.019589953	0.355775194	0.127462281	0.640934563	0.120802668	0.637184487	1
ENSG00000205593	0.626899223	0.025256747	0.145170142	1.479003851	3.01E-08	9.90E-07	0.085995168	0.770489178	1	3.634945832	2.02E-09	1.26E-07
ENSG00000079337	0.029951935	0.955422211	1	0.186489158	0.602303625	0.943313259	0.54850925	0.478372672	1	0.425330762	0.118923338	0.569698986
ENSG00000155792	-0.221600092	0.535985361	0.937955563	-0.838493786	0.095933554	0.283549275	-0.506600804	0.165774332	0.728974902	-0.511960174	0.048898554	0.3269312
ENSG00000138231	-0.160114421	0.258015121	0.653792646	0.264158082	0.054658903	0.18895863	0.315004878	0.072845572	0.463046967	0.595618512	0.005956594	0.070610124
ENSG00000136982	-0.215684221	0.436276942	0.861189091	-0.171967076	0.471981928	0.829998708	0.098163782	0.628667885	1	-0.536382002	0.471704116	1
ENSG00000130159	-0.028123287	0.87315952	1	0.011783884	0.948509059	1	0.017424715	0.937535169	1	-0.078770613	0.750046543	1
ENSG00000010322	0.408833892	0.001725239	0.01991251	0.761231444	0.000282344	0.002952366	-0.153843812	0.383138817	1	-0.221785627	0.164668358	0.684055353
ENSG00000122359	-0.105813848	0.354186715	0.76954106	-0.407771482	0.002456388	0.017311078	-0.143113445	0.482103239	1	-0.216884488	0.248294326	0.856881713
ENSG00000178764	0.235891725	0.489829763	0.913452531	0.202050036	0.520468021	0.862732457	1.006626918	1.08E-05	0.000407818	0.519214608	0.221673172	0.808188331
ENSG00000158008	0.009171249	1	1	1.891861017	0.038115503	0.143947414	-0.105385464	1	1	0.341917978	0.736060812	1
ENSG00000204052	-0.105905074	0.870981732	1	-0.043555882	0.898559227	1	-0.326465184	0.489770433	1	-0.7590086	0.043457715	0.304679717
ENSG00000118434	0	1	1	0	1	1	0	1	1	-0.108587713	1	1
ENSG00000234828	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000109101	0	1	1	1.375205344	1	1	-0.694333103	0.67187548	1	0.387856828	0.652379061	1
ENSG00000213085	0.973149235	0.010242753	0.077374343	1.060713668	0.005049484	0.030546581	0.058979041	0.9585017	1	1.314611706	0.006084163	0.07180961
ENSG00000156463	0.650877614	0.308861378	0.713194825	-0.438826481	0.37229124	0.713492061	3.125659231	0.283678088	0.937393487	2.612146022	0.520892718	1
ENSG00000172717	1.87020883	0.51639458	0.919476369	0.078440995	1	1	0	1	1	0	1	1
ENSG00000106410	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000169914	0.804144599	0.002220539	0.024264589	0.697622354	0.003363983	0.022137843	0.150036942	0.477210784	1	-0.12176619	0.597075873	1
ENSG00000162592	3.881090938	0.000460701	0.006955345	0	1	1	0	1	1	0	1	1
ENSG00000172493	0.284414654	0.11703008	0.404932688	0.121641474	0.721428122	1	0.33867368	0.243444086	0.892696394	0.532361465	0.021140033	0.185473556
ENSG00000122711	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000102100	-0.16874813	0.168994506	0.507478549	-0.009277375	0.965586725	1	-0.097796901	0.631548043	1	-0.196174607	0.370890879	1
ENSG00000160188	-2.708717698	0.149970232	0.468778916	0	1	1	0.052519617	1	1	-0.434708237	0.535609209	1
ENSG00000162399	2.25124068	0.274591871	0.665765326	-1.332563058	1	1	1.934873372	1	1	0	1	1
ENSG00000160703	-0.12449488	0.533074502	0.935493453	-0.205780754	0.189598962	0.45888352	0.607990287	0.000372978	0.008967478	-0.375754074	0.318034412	0.948838708
ENSG00000162004	1.968048815	1.58E-06	5.14E-05	0.086708285	1	1	-2.638934533	0.522452058	1	1.124720126	0.654526297	1
ENSG00000108798	0.274942196	0.754466269	1	3.287925514	0.060947792	0.204410102	0.05369778	0.930129989	1	1.274044513	0.048725868	0.325976807
ENSG00000168676	3.654285456	1.62E-05	0.000401618	0	1	1	1.694260184	0.052500966	0.380062474	0	1	1
ENSG00000143167	0	1	1	1.394130307	1	1	0	1	1	2.612146022	0.520892718	1
ENSG00000146859	2.990587985	1.25E-06	4.24E-05	5.782313313	1.40E-13	1.15E-11	3.173738857	8.78E-15	9.59E-13	3.787015752	1.37E-25	3.54E-23
ENSG00000198690	0.078745029	0.612359696	1	0.152505977	0.359666361	0.696836426	0.358592285	0.168542465	0.734366345	-0.317597729	0.372663314	1
ENSG00000172183	3.172556419	3.74E-05	0.000837267	4.34554087	1.65E-16	1.95E-14	3.024386417	0.000210839	0.00544667	2.084991582	7.83E-09	4.47E-07
ENSG00000183324	0	1	1	0	1	1	0.181503016	0.917034234	1	-0.744299932	0.773147675	1
ENSG00000011478	-0.070733651	0.723024069	1	-0.481247859	0.004001518	0.025463348	-0.129739625	0.51375543	1	-0.141089832	0.488968632	1
ENSG00000165819	0.452767837	0.005272944	0.046859511	0.74309092	0.000302153	0.00313067	0.405315497	0.011755949	0.138804035	0.121656664	0.658493591	1
ENSG00000159314	1.039357181	0.040775271	0.203483888	0.020116439	0.970747233	1	-0.033735276	0.946527216	1	-0.416448143	0.115635159	0.560371115
ENSG00000063515	1.196804453	1	1	1.394130307	1	1	0	1	1	0	1	1
ENSG00000099849	0.037277976	0.943803305	1	2.615900521	1.19E-21	2.65E-19	-0.228709849	0.559941562	1	-0.481654966	0.26919919	0.889676971
ENSG00000165325	1.222528064	1	1	-0.639649006	0.494621852	0.854456012	0	1	1	0	1	1
ENSG00000143633	0.58383128	0.001115051	0.014243224	0.844809706	8.87E-05	0.001116434	0.345403128	0.072511167	0.462155601	0.186399641	0.310028896	0.936086512
ENSG00000180113	0.17221816	1	1	2.575206261	0.109200403	0.312197881	0	1	1	-1.942693297	1	1
ENSG00000240720	2.935072219	1.26E-06	4.24E-05	0.002776518	1	1	0.070505207	1	1	-1.942693297	1	1
ENSG00000111911	-0.33049187	0.20383523	0.569236245	-0.729396315	0.012933425	0.063596955	0.23670075	0.34182283	1	-0.100784685	0.747537873	1
ENSG00000183977	1.15995383	1	1	0	1	1	-0.464483858	1	1	2.652952961	0.520892718	1
ENSG00000184508	-0.223648	0.149033057	0.468778916	0.017967673	0.917830075	1	0.109478125	0.686662105	1	-0.294162458	0.37051161	1
ENSG00000113073	0	1	1	1.375205344	1	1	-2.638934533	0.522452058	1	3.462268837	0.156943336	0.665684587
ENSG00000185272	1.199093916	1	1	0.348073605	0.80754566	1	0.144322511	1	1	1.942394037	0.184242075	0.728008606
ENSG00000131771	1.87020883	0.51639458	0.919476369	-0.393054432	0.80094511	1	-1.84162585	1	1	0	1	1
ENSG00000116898	0.059957737	0.642526692	1	0.055432757	0.688789012	1	-0.271538671	0.092516872	0.534794599	0.007757908	0.967146004	1
ENSG00000089692	2.579158998	1.25E-05	0.000315393	3.789505309	3.23E-07	8.50E-06	1.106651312	0.284435369	0.938023129	4.909550139	8.70E-10	5.78E-08
ENSG00000167302	0.667859304	9.96E-05	0.001970743	0.945859389	0.000191882	0.002127654	0.240051392	0.21855053	0.848441523	0.27765154	0.265938181	0.885484682
ENSG00000127533	1.833485307	0.51639458	0.919476369	0	1	1	1.251569317	0.5483977	1	-0.378628378	0.343863463	0.985129689
ENSG00000027869	-0.210479228	0.808015249	1	0.121014696	0.866366541	1	-0.393211929	0.800644646	1	0	1	1
ENSG00000206043	2.336452924	0.274591871	0.665765326	0.746606305	0.70552561	1	0.686100735	0.501894057	1	1.840774493	1	1
ENSG00000146232	2.131985708	1.66E-21	5.19E-19	1.63387947	1.88E-14	1.76E-12	2.710662905	6.03E-42	2.27E-39	4.92890628	3.79E-57	4.13E-54
ENSG00000101940	0.017916735	0.88750534	1	-0.449617418	0.001699248	0.012848291	0.131726197	0.597994368	1	0.014293721	0.957997021	1
ENSG00000147535	0.042483511	0.838386232	1	-0.272968833	0.261044366	0.571633527	0.085024269	0.639497607	1	0.150736681	0.467302699	1
ENSG00000141434	0.27153106	1	1	0	1	1	0	1	1	0	1	1
ENSG00000163885	1.15995383	1	1	0	1	1	0.514436076	1	1	0.946989136	0.068220058	0.409019817
ENSG00000163362	2.86651815	0.000251516	0.004241012	0.241237441	0.911295077	1	1.104589707	0.062446062	0.422828459	1.218830467	0.008378082	0.092281794
ENSG00000116127	0.396532644	0.008571117	0.067574285	0.023020225	0.921971189	1	-0.158429427	0.395913259	1	-0.236198061	0.357463206	1
ENSG00000167676	0.409992933	0.775526778	1	0	1	1	-0.113138503	0.87723134	1	-2.146055652	1.53E-07	6.80E-06
ENSG00000163331	-0.269923564	0.427492456	0.85279975	1.182012197	0.526520216	0.867559892	0	1	1	0	1	1
ENSG00000138468	0.251694226	0.269089763	0.665765326	-0.235653806	0.414076298	0.764764889	-0.271196655	0.277529277	0.937393487	-0.18521641	0.583763851	1
ENSG00000187848	1.222528064	1	1	0	1	1	1.406942252	0.656596596	1	-2.732756289	0.520892718	1
ENSG00000132561	-0.097872998	0.713739912	1	-0.281031565	0.680196214	1	-0.07140048	0.894020398	1	-0.096451163	0.641930413	1
ENSG00000138688	0.193164446	0.25335946	0.64657655	-0.082328448	0.786895425	1	0.029321999	0.916232387	1	0.490536959	0.065999986	0.401120761
ENSG00000189127	-0.677262128	1	1	1.673253191	0.063503905	0.21120972	-1.864368165	1	1	-3.272723783	0.281339077	0.890470891
ENSG00000161905	1.882725531	0.51639458	0.919476369	4.151599219	2.72E-30	1.20E-27	-0.125383878	0.882711379	1	0	1	1
ENSG00000171657	3.20532534	3.80E-06	0.000111338	0	1	1	0	1	1	0	1	1
ENSG00000100281	0.26569765	0.030773172	0.166795013	0.656607608	5.02E-06	9.76E-05	0.317275544	0.148644738	0.699834283	0.303196654	0.185909889	0.731746429
ENSG00000155659	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000263639	1.845545214	0.51639458	0.919476369	2.136963	6.14E-05	0.000817279	0	1	1	0	1	1
ENSG00000134077	-0.344013009	0.006922347	0.057521756	-0.404922718	0.002583087	0.017951788	-0.134062033	0.399251011	1	-0.026727511	0.932058398	1
ENSG00000175455	0.84611764	0.000112643	0.002182196	0.073591756	0.758912153	1	0.746254897	0.00286969	0.047985526	0.147590968	0.661282419	1
ENSG00000187889	0.137700274	1	1	3.978118552	0.000274603	0.002885403	1.869119591	1	1	-0.090307616	0.853035859	1
ENSG00000176029	1.196804453	1	1	0	1	1	0.933296721	0.13220045	0.65605391	3.932054952	0.033372528	0.254364775
ENSG00000140297	0.736490861	0.306015539	0.70980906	0	1	1	-0.142476861	0.906056001	1	-1.942693297	1	1
ENSG00000174611	0.778697315	0.061353469	0.266311093	0	1	1	0	1	1	0	1	1
ENSG00000099812	1.434247637	0.34427397	0.75727205	0.952198129	0.031642914	0.125801869	4.080829257	0.047169446	0.35511135	6.499754727	8.40E-19	1.39E-16
ENSG00000165071	0.242088346	0.832669707	1	-0.260941188	0.587131084	0.92835826	0.033254794	1	1	-0.151394808	0.942392122	1
ENSG00000189410	0.267068703	0.331185219	0.73962947	0.069590499	0.642471968	0.981634694	-1.387651639	0.339623766	1	0.610130127	0.245970512	0.85222814
ENSG00000108813	-1.227215434	1	1	0	1	1	-1.271869414	0.656596596	1	-0.176965815	1	1
ENSG00000184434	1.13693405	0.648456787	1	1.470820529	0.209111048	0.491977699	-1.85138632	1	1	0	1	1
ENSG00000073067	3.580933112	0.035834011	0.186152536	0	1	1	0	1	1	0	1	1
ENSG00000109771	0.757968728	0.19920146	0.561341474	-0.341192405	0.746331461	1	3.247365617	0.283678088	0.937393487	0.724668322	0.610129178	1
ENSG00000164221	0.276363055	0.111207117	0.391110784	0.343535145	0.296977977	0.613674858	0.528901239	0.096646082	0.546404962	-0.126277157	0.715853091	1
ENSG00000165805	1.247659694	2.11E-07	8.63E-06	0	1	1	1.869119591	1	1	0	1	1
ENSG00000140521	0.073400954	0.592118995	0.988135562	-0.344498076	0.00781281	0.04301632	-0.212315831	0.157452526	0.716534308	-0.050281971	0.777139349	1
ENSG00000178343	0.903920967	0.178734526	0.524503138	0.023131296	1	1	0	1	1	1.780360215	1	1
ENSG00000117362	-0.206509914	0.060506788	0.263973593	-0.382238272	0.011208847	0.056920255	-0.173578744	0.316272913	0.98358013	-0.188129061	0.342660739	0.983884528
ENSG00000116922	-0.372129807	0.029751347	0.163401655	0.698733663	1.70E-05	0.000275743	1.980717678	2.21E-05	0.000761463	0.633152334	0.03235259	0.249207642
ENSG00000174718	0.540998062	0.011693352	0.085326822	0.531551763	0.132618997	0.358115631	1.825569947	6.61E-14	6.91E-12	1.634046109	1.24E-08	6.85E-07
ENSG00000204950	0.684531872	0.488340976	0.911781083	0.06156725	1	1	-1.089867387	0.407508518	1	-1.571069364	0.023178946	0.198094474
ENSG00000188163	1.845545214	0.51639458	0.919476369	0	1	1	0.070505207	1	1	1.79828947	1	1
ENSG00000104341	-0.435175576	0.015508865	0.104001245	-0.665093809	0.000652742	0.005928824	-0.304703397	0.108514057	0.58212438	0.316792713	0.11322242	0.553928043
ENSG00000161714	-0.201078095	0.253660033	0.647191139	-0.552653313	0.03445548	0.134003915	-0.053555454	0.897461695	1	0.078297192	0.803293538	1
ENSG00000133454	-1.912917176	0.51639458	0.919476369	0	1	1	-0.577582868	0.808401216	1	1.712082536	0.036870183	0.27197596
ENSG00000173905	0.025540919	0.885155326	1	-0.134499216	0.44584397	0.801746092	0.112602908	0.597255488	1	-0.077652836	0.775308604	1
ENSG00000162545	0.075706441	0.779427654	1	-0.200111025	0.258667684	0.568631333	0.072277085	0.83444234	1	-0.149269714	0.766124488	1
ENSG00000143434	0.440361897	0.038179162	0.195175361	-0.253557769	0.416920809	0.767521394	-0.168089847	0.686415856	1	-0.757805931	0.032421265	0.249471893
ENSG00000250423	1.15995383	1	1	-0.259270106	1	1	2.637435314	0.522452058	1	0	1	1
ENSG00000196460	1.698801588	1.90E-08	9.78E-07	2.20381765	0.000717434	0.006385334	-0.389975007	0.570126813	1	0.793308412	0.350427423	0.994060292
ENSG00000166024	0.448663277	0.01629438	0.107728815	0.261775711	0.200695563	0.478545892	1.085379186	7.18E-05	0.002170819	0.335460642	0.176685373	0.710657679
ENSG00000237412	0	1	1	1.413520256	1	1	0	1	1	1.650255913	0.0613396	0.382105244
ENSG00000132972	-0.037928849	1	1	0	1	1	0	1	1	-0.516679425	0.306389382	0.930999011
ENSG00000133318	-0.205494481	0.10560925	0.379069675	-0.599346748	0.000110931	0.00135428	-0.257475123	0.212207487	0.83561343	-0.155491628	0.318826699	0.95031092
ENSG00000007001	0	1	1	0	1	1	1.908383416	1	1	-0.702697804	0.081151901	0.454868414
ENSG00000167094	0.728310596	0.595858478	0.991249643	0.694340498	0.486742409	0.846024273	0.266111745	1	1	1.882174081	0.207514595	0.778438899
ENSG00000132692	-1.571416096	0.440531716	0.864649918	2.271945801	2.72E-06	5.69E-05	0.027493741	1	1	-0.906446329	0.748443294	1
ENSG00000101190	-0.083459168	0.580050521	0.979528188	-0.447833103	0.017866458	0.08129408	-0.724329555	0.229586357	0.87096161	-0.397608899	0.106722979	0.533761964
ENSG00000138496	2.012103651	1.14E-11	1.04E-09	0.575296115	0.143806294	0.379658471	3.512214384	2.63E-29	6.39E-27	2.917065574	1.32E-10	9.79E-09
ENSG00000124587	0.00548177	0.990915285	1	0.237622172	0.196164184	0.470811502	0.250821953	0.223042314	0.857296831	0.049523704	0.813812291	1
ENSG00000138675	-0.078262692	0.57610612	0.975710717	0.324692121	0.551616528	0.891746983	-1.928742055	0.306793057	0.971832247	-0.738228105	0.151805162	0.664600924
ENSG00000184530	0.152120972	1	1	0	1	1	0	1	1	0	1	1
ENSG00000139998	-0.05140892	0.843069771	1	-0.663974316	0.29467191	0.610454474	-0.554450948	0.01949451	0.198071831	-0.225559748	0.669142267	1
ENSG00000116679	-0.06311019	0.817646069	1	-0.085717929	0.547752279	0.887695303	-0.163178188	0.385584961	1	-0.109017297	0.624327471	1
ENSG00000163888	0.085523935	0.834221835	1	-0.674378172	0.288771437	0.602139383	-0.573227755	0.331627999	1	-0.041990393	0.899851814	1
ENSG00000158769	-0.1352238	0.89980416	1	0.960782268	0.182672579	0.447136376	-0.759328347	0.095057155	0.541431882	0.835556955	0.020486786	0.181276006
ENSG00000088320	1.757337097	0.051788387	0.23889834	0.256245964	0.669279923	0.999662061	0.349562659	0.470285578	1	0.886384593	0.094376389	0.497990754
ENSG00000168754	-0.444810891	1	1	0	1	1	0.651058754	0.801825674	1	-0.312551816	1	1
ENSG00000183150	0.2322076	0.569315653	0.968912909	3.273867685	0.006172209	0.035686649	0.374071652	0.278946837	0.937393487	-0.294250949	0.400464493	1
ENSG00000275591	-1.416426802	0.066459083	0.280200111	-0.351019398	0.310734471	0.63189706	-0.066232259	0.843621152	1	-0.615121018	0.355431651	1
ENSG00000141655	0.102563647	0.906271583	1	0.537717583	0.080799038	0.251841764	-1.864368165	1	1	0.267896125	0.572325898	1
ENSG00000215262	0.616145262	1	1	0	1	1	0	1	1	-0.464511381	0.494694303	1
ENSG00000204356	-0.033079882	0.767432366	1	0.041574268	0.809297228	1	-0.160040657	0.331324995	1	0.000194892	0.999644607	1
ENSG00000143319	0.041974053	0.759570308	1	0.495224821	0.000388794	0.003872145	0.157304066	0.335901552	1	-0.059839243	0.743606597	1
ENSG00000115255	0.257917873	0.39107156	0.817131887	-0.118362823	0.723722602	1	0.069101671	0.905782621	1	-0.19049946	0.575148374	1
ENSG00000103184	0.299450687	1	1	1.413520256	1	1	1.869119591	1	1	1.098793524	1	1
ENSG00000234965	0	1	1	2.065902551	0.52123086	0.862732457	1.195388323	0.053089545	0.382675461	-0.276787101	0.755948053	1
ENSG00000178772	0.004804964	1	1	2.100868189	0.52123086	0.862732457	0	1	1	-0.189395209	1	1
ENSG00000184661	-0.187989937	0.563811272	0.964529269	-0.41998345	0.047732107	0.170419897	-0.06326148	0.793246021	1	-0.252574156	0.7018572	1
ENSG00000005882	-0.23990462	0.21274441	0.584505699	-0.296179506	0.263881141	0.57605045	-0.415076435	0.21001419	0.8314964	-0.553086048	0.046485119	0.317621576
ENSG00000204928	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000119636	-0.153615216	0.463427918	0.887917616	2.309997534	4.23E-09	1.63E-07	0.886497864	0.044591343	0.34387572	0.094979758	1	1
ENSG00000167653	-0.145009551	0.837974682	1	-1.370999012	1	1	-0.912440372	0.215353359	0.842410534	0	1	1
ENSG00000180336	1.143083813	0.154135152	0.477855352	-1.350108656	1	1	0	1	1	1.79828947	1	1
ENSG00000130948	2.304863039	0.274591871	0.665765326	0	1	1	0.045896778	1	1	0	1	1
ENSG00000133477	3.994604664	0.00220845	0.024162547	-2.052288738	0.52123086	0.862732457	0.088522746	0.868166256	1	-0.842065735	0.108816978	0.540387344
ENSG00000130701	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000185055	1.619124053	0.257107716	0.652270953	1.394130307	1	1	4.313488173	0.026051526	0.243731205	0	1	1
ENSG00000128915	-0.097867692	0.469802236	0.89447658	-0.452620361	0.025364408	0.106368781	0.243667445	0.21215683	0.83561343	-0.090525963	0.757682102	1
ENSG00000166432	0.126667992	1	1	0.314868617	0.622740333	0.96419073	0.393408979	0.234983764	0.877592515	0.121087142	0.749432813	1
ENSG00000163382	-0.188964019	0.197549805	0.558571507	-0.297423484	0.08128004	0.253048494	-0.227508376	0.2559309	0.917397051	-0.090575096	0.688062871	1
ENSG00000112149	2.920868342	7.07E-25	2.84E-22	1.628733874	3.44E-07	8.94E-06	2.455292358	0.003039469	0.050096221	7.314299922	1.09E-12	1.02E-10
ENSG00000197245	1.191196454	0.114796239	0.39981856	2.048898999	0.52123086	0.862732457	0	1	1	0	1	1
ENSG00000156587	0.697025598	0.00940949	0.072614876	0.307211112	0.295679721	0.611778529	1.069025728	4.05E-06	0.00016647	2.489959162	5.04E-06	0.00016116
ENSG00000160305	0.371829247	0.000964119	0.012646516	0.637338096	0.013932049	0.067220343	-0.095733918	0.533267367	1	-0.357175236	0.04693057	0.318984169
ENSG00000163736	-0.92515275	0.554625728	0.956432043	0.158876348	0.849404668	1	0.291149517	1	1	-0.170463916	0.807126902	1
ENSG00000166313	-0.137977733	0.325587097	0.732819737	-0.357249948	0.051856276	0.18168647	-0.325869447	0.14767326	0.697665174	-0.534576656	0.026649345	0.21857482
ENSG00000095627	0	1	1	0.567440619	1	1	1.27887096	0.528190898	1	-0.36689782	0.583184979	1
ENSG00000059378	1.683522958	1.31E-09	8.38E-08	0.319020581	0.25316406	0.561049425	2.260600922	2.76E-25	5.75E-23	2.601086661	1.10E-09	7.08E-08
ENSG00000101074	0	1	1	1.394130307	1	1	0	1	1	0	1	1
ENSG00000073060	-0.28513063	0.433425217	0.85822549	-0.495021933	0.045460252	0.164486507	-0.131460278	0.642122171	1	-0.115413788	0.70150126	1
ENSG00000115459	0.605063858	2.47E-05	0.00058707	0.447174469	0.025582468	0.107095864	0.210453337	0.483154982	1	-0.188707195	0.495883969	1
ENSG00000183273	0	1	1	0	1	1	0	1	1	0.638192905	1	1
ENSG00000243566	1.180704245	0.326247139	0.733674367	-1.370999012	1	1	-0.609968992	0.777552228	1	1.840774493	1	1
ENSG00000231256	0.349648998	0.445995577	0.870185799	2.048898999	0.52123086	0.862732457	0	1	1	0	1	1
ENSG00000115590	-0.256310855	0.492366003	0.916187664	0.540522284	0.35552395	0.690871332	-0.276038742	0.678148478	1	0.48301266	0.258011221	0.873923214
ENSG00000131096	-0.183986565	0.812892108	1	2.065902551	0.52123086	0.862732457	0	1	1	0	1	1
ENSG00000110074	-0.02187607	0.900986381	1	-0.154650947	0.323202793	0.648208502	0.318068059	0.114536813	0.600086237	0.495177605	0.03107561	0.242025205
ENSG00000138068	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000141294	0.351202194	0.38719128	0.812573776	-0.265100465	0.715998009	1	-0.119254475	1	1	0.12551468	0.844496187	1
ENSG00000117090	0	1	1	0	1	1	0	1	1	3.712847695	0.000111013	0.002544654
ENSG00000175097	0	1	1	1.431697875	1	1	-1.84162585	1	1	0	1	1
ENSG00000167183	0	1	1	0	1	1	0	1	1	1.780360215	1	1
ENSG00000167100	-0.137003209	0.84731321	1	0.663695039	0.526150506	0.867312052	1.908383416	1	1	0.059268224	0.863405482	1
ENSG00000161642	0.907565408	0.010576306	0.079471541	0.933207338	0.035672524	0.13719876	-0.208918591	0.341369389	1	0.186741875	0.619996397	1
